,PDR3,YPR196W,EDS1,LYS14,RDS2,UGA3,UME6,SIP4,LEU3,STB5,TBS1,YLL054C,HAL9,GAL4,ARO80,ASG1,PUT3,SUT2,URC2,YNR063W,PDR8,YRR1,RDR1,RGT1,ERT1,YKL222C,YRM1,PDR1,TEA1,OAF1,HAP1,YLR278C,SUT1,CHA4,CAT8,STB4,UPC2,ECM22,GSM1,TOG1,RDS1,RSC30,RSC3,CEP3,MOT3,STP4,CRZ1,MET32,RPN4,NRG2,USV1,RGM1,REI1,NRG1,MSN4,GIS1,MSN2,COM2,RPH1,MIG3,TDA9,RSF2,MIG1,MIG2,YGR067C,YPR022C,ADR1,MET31,ZAP1,YPR015C,STP3,STP2,RIM101,STP1,FZF1,CMR3,SFP1,SWI5,ACE2,YAP6,HAC1,CST6,SKO1,GCN4,YAP3,CAD1,YAP1,CIN5,GZF3,GLN3,GAT1,GAT3,ECM23,SRD1,GAT4,HMRA2,PHO2,MATALPHA2,YHP1,YOX1,TOS8,CUP9,MBP1,SWI4,XBP1,SOK2,PHD1,DOT6,TOD6,TBF1,REB1,BAS1,FKH2,FKH1,HCM1,FHL1,SKN7,HSF1,MGA1,SFL1,NHP10,ABF2,NHP6A,ROX1,CBF1,RTG3,PHO4,TYE7,AFT1,AFT2,ORC2,SUM1,MSN1,GCR1,SMP1,MCM1,ABF1,ECM5,NDT80,RFX1,RAP1,STE12,SPT15,TEC1,VHR2
ECM23,-7.353649006,-8.318357202,-5.897656657,-6.384695148,-4.146688086,-5.625051809,-4.962512949,-3.835659163,-4.631338338,-4.786146711,-4.953045502,-4.872671743,-4.934210537,-4.968297598,-4.750214141,-4.715786686,-4.513487736,-8.906081043,-7.680834286,-7.253277133,-7.435626827,-5.558543605,-7.803466678,-4.886963004,-9.133676672,-6.180511311,-9.154339285,-8.122735346,-7.062850244,-9.309194627,-9.681766139,-10.31382652,-10.55864781,-8.950273241,-5.561984559,-5.415808961,-4.710480864,-5.494391565,-5.76583222,-5.463606344,-7.052506405,-6.999541559,-7.28492202,-6.938486764,-8.924537417,-6.946477181,-5.261667371,-7.492836317,-7.321064778,-9.969873341,-6.567588023,-6.655678514,-6.595389767,-5.382232231,-5.737917792,-6.582656522,-6.622270747,-6.903234624,-7.78575023,-8.926109355,-8.802250873,-8.080527756,-7.002326806,-5.668929222,-6.657953454,-5.887866602,-5.829760775,-4.906116291,-3.360870144,-3.468278228,-4.765797046,-5.48337269,-5.433368888,-7.392936124,-5.244532128,-2.581463079,-9.981428058,-6.723076268,-6.718188467,-4.48125043,-5.597110016,-5.79084706,-6.061320967,-4.125047211,-7.401276142,-7.548658964,-4.327611151,-7.931174188,-10.64162391,-9.757920884,-2.371848403,-0.858787168,0,-0.850949348,-0.606469356,-7.263165982,-5.0315943,-4.35378566,-5.420360905,-5.907794857,-6.40109867,-8.67767902,-7.865576713,-6.427738648,-5.653150916,-6.784064659,-7.426359013,-3.417828694,-2.858553276,-5.221052417,-7.660833026,-7.21400128,-7.790127575,-5.289281757,-5.324986587,-6.282506666,-6.227226998,-3.159065415,-3.160515112,-4.841728652,-6.524547441,-5.253571448,-4.274798255,-6.252264627,-6.820888085,-7.446123561,-7.91192298,-6.190766367,-6.74591467,-6.776623486,-4.322039575,-3.733464327,-6.281276709,-6.265676378,-7.583407609,-5.604606169,-6.480791194,-3.153273154,-5.673306381,-6.304143229,-6.823454006,-7.444676617,-4.041539658,-5.549564069,-6.761761069
SRD1,-8.036581416,-11.337644,-6.397386737,-6.043786311,-4.89017993,-7.586361999,-6.950081463,-4.45911226,-5.194707807,-5.385375927,-5.594306954,-5.502684769,-5.563379705,-5.591105655,-5.391591801,-5.366830397,-5.1687251,-7.546385352,-8.122347253,-7.627326575,-7.328159955,-7.238923317,-7.137212104,-7.914100304,-8.303200817,-8.794558664,-8.394642066,-9.148394271,-7.440071912,-9.945764656,-10.08415404,-11.15644163,-11.27973868,-10.0362689,-6.3911804,-6.649194271,-5.831246287,-4.169522722,-5.103104633,-6.698368159,-9.081084042,-8.392238331,-8.377049515,-7.68068163,-9.174773953,-9.631540031,-4.674358539,-5.698288455,-6.859594991,-10.16186396,-6.177379206,-6.196699969,-5.919941264,-5.283962882,-4.488407407,-5.350144334,-5.488364868,-5.665680852,-6.519399701,-7.809543238,-7.91198737,-7.308816988,-6.609493835,-5.528089999,-6.155654566,-5.001146783,-7.376113953,-4.836845628,-4.306721495,-3.187818353,-5.603763079,-5.885464782,-5.778039119,-7.579766276,-5.267821768,-8.475032972,-6.701774849,-6.970197293,-10.98183512,-5.610502819,-5.856184252,-7.618830634,-7.769678989,-4.355727469,-5.608649724,-6.196172814,-4.642292201,-6.408913745,-10.31032618,-9.655990872,-2.835642588,-1.624821385,-0.850949348,0,-0.508579809,-7.861171153,-6.849474719,-5.793845551,-4.479862976,-6.226799284,-4.58395833,-6.27626694,-7.563721798,-6.895848097,-5.65706901,-5.86837998,-6.483725005,-5.871883174,-4.611193053,-4.620808566,-7.531054225,-8.359627492,-7.454650633,-4.489027922,-4.574756019,-8.496578167,-7.996177695,-3.807289352,-4.164543426,-4.125817665,-6.370933384,-4.503767738,-3.908799243,-5.717112461,-9.912814252,-8.248046853,-6.513627887,-6.991767399,-8.386996877,-7.516115196,-4.744497456,-4.081680264,-5.163266963,-4.655572617,-8.049546803,-5.673096961,-7.249361889,-3.918603947,-5.109896347,-7.603464752,-3.952046107,-8.269131048,-4.12083495,-8.798915236,-7.149538923
GAT4,-8.223233562,-8.350006408,-6.65950168,-7.153739375,-5.365260238,-6.689405218,-6.027885025,-5.146514586,-5.781976371,-5.962216896,-6.17672053,-6.08588619,-6.143645723,-6.171359485,-5.987421032,-5.970217029,-5.792488975,-10.13371107,-8.594596641,-8.13035044,-8.019836457,-6.491739387,-8.505657429,-5.341035055,-9.512234183,-7.39708293,-9.329525378,-8.524344591,-7.937533407,-10.32996678,-10.57462033,-11.48373966,-11.58317651,-10.57420153,-6.803087046,-6.742579368,-6.037668444,-7.055013301,-6.894566204,-7.021551595,-8.087111679,-8.098540539,-8.504502726,-8.151147367,-9.805552934,-7.402427043,-6.676584584,-7.620692875,-8.818129286,-10.54617115,-6.935445298,-7.031990769,-6.967868736,-5.813825784,-6.262173986,-6.735210379,-7.167119803,-6.828389185,-7.340948631,-8.258075902,-8.248267583,-7.734113502,-7.275613501,-6.338945687,-7.74246734,-6.647066169,-7.049425319,-5.018756149,-4.1499502,-3.506041605,-6.174949281,-6.275885051,-5.917979709,-7.959686501,-5.529310272,-2.885791564,-8.214233527,-7.046953053,-7.041790254,-6.264163784,-6.310659817,-6.082858153,-9.136813225,-4.939034911,-8.005958517,-7.366863078,-5.263707928,-9.304518711,-11.79042884,-11.12961289,-3.192483045,-1.393983883,-0.606469356,-0.508579809,0,-5.434889446,-7.295763964,-7.074934172,-4.699546993,-6.935526575,-5.033931374,-6.808052994,-8.232920199,-7.258713813,-5.670181457,-7.119446497,-7.762802511,-4.262197411,-3.653587953,-4.645523692,-8.907932682,-8.837494993,-8.441412191,-6.106805296,-6.150264406,-7.005420028,-7.764585501,-3.955971818,-3.953557269,-5.33835606,-7.728709331,-4.657751968,-4.789014587,-6.394733245,-7.564887482,-8.847211267,-8.432244409,-6.956402226,-7.712416452,-7.70647927,-4.780663297,-4.408512662,-6.099579801,-6.68397475,-8.641899197,-6.311430131,-7.248089032,-4.446830852,-5.333380668,-7.860975663,-8.252066701,-8.357419601,-4.542927258,-6.502024926,-8.020850969
HMRA2,-5.388935513,-6.51169974,-4.167506502,-2.919893753,-5.005000088,-5.281742081,-4.724365931,-4.198377139,-4.772203595,-4.827521693,-5.061388486,-5.013978249,-5.060012626,-5.103708378,-4.974149697,-4.946943878,-4.878263611,-6.533207845,-5.130051219,-4.654566106,-5.264459504,-4.468587,-5.27775546,-4.624775115,-7.236652007,-4.62753755,-4.954825637,-7.504480413,-6.036906827,-6.089753285,-6.575400825,-8.265444569,-9.003861843,-6.772883824,-5.75955768,-6.776612276,-3.326629132,-6.41186563,-5.667631083,-6.330576927,-7.671094488,-6.329988836,-6.144839665,-5.7847394,-11.07215131,-6.894088028,-8.700723217,-6.938613921,-7.753282632,-5.687241243,-4.455774292,-4.503057167,-4.57883511,-4.700165347,-4.572477855,-4.935328928,-5.994063868,-4.577221332,-5.437876004,-6.739280133,-6.697735451,-6.964949247,-7.130407678,-6.346743795,-5.615070922,-5.504816692,-6.837077385,-5.819736384,-4.417983563,-5.045198119,-6.040552338,-4.708078357,-5.335571049,-9.939097549,-7.933441589,-3.500711587,-7.209827429,-5.467733088,-6.175357752,-4.454639741,-3.3496973,-9.104619277,-5.532216461,-6.62986542,-7.35351986,-6.137416234,-3.269451836,-3.364606666,-8.049974161,-7.654439514,-4.459903,-5.746611924,-7.512014055,-7.61805724,-5.434889446,0,-4.98516786,-6.474897301,-4.609966082,-6.483243945,-8.398500686,-5.894022906,-4.047549548,-4.952325036,-5.914399474,-4.255083636,-5.722551394,-4.752839899,-3.723303657,-5.817153807,-10.36613998,-10.66020644,-3.429036888,-4.429169229,-4.663106074,-6.425294825,-6.476511395,-4.114149096,-4.394104471,-5.206851658,-8.711430264,-8.356880739,-3.949053136,-7.322335326,-4.732724429,-3.362665832,-4.785687508,-11.84611809,-6.67911165,-7.457477657,-3.976582451,-3.049569237,-4.554425492,-3.987737005,-6.755688892,-4.320177888,-10.10511475,-3.325198467,-3.283453627,-9.032375105,-8.45525979,-5.677174353,-3.965609668,-4.077384451,-9.349359058
PHO2,-9.248651935,-6.311406971,-3.096459249,-3.390699518,-6.298693554,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-5.373806274,-5.948461876,-5.489356621,-6.708180346,-5.130145416,-6.075865566,-4.341364325,-6.732523115,-7.081379968,-6.635626284,-4.541903973,-6.815253185,-8.081266191,-8.338959092,-9.369172962,-9.614001491,-8.696380605,-7.283186983,-6.50732447,-4.138463574,-4.451735988,-7.245275816,-8.006556674,-14.04296238,-14.04296238,-14.04296238,-6.415650219,-7.368316399,-8.25800107,-6.710120812,-6.988464917,-8.230153349,-9.680391608,-5.844625758,-5.8668643,-5.629055606,-5.038793256,-4.968400805,-5.296374997,-8.691659537,-8.396105516,-4.744738691,-7.626570877,-7.584200755,-7.313367282,-14.04296238,-14.04296238,-6.828623032,-6.510320238,-8.409587522,-6.397849332,-4.874502218,-3.840091991,-5.469398829,-14.04296238,-7.508185718,-8.703578077,-5.454939777,-4.220238248,-6.53188109,-6.41267595,-7.117693389,-3.829306543,-4.725200069,-10.07564357,-5.963182869,-3.862903521,-4.735923521,-3.359868186,-2.970676643,-5.637096183,-3.867594608,-3.284496524,-2.690445909,-4.045736165,-5.0315943,-5.706037608,-8.666822508,-4.98516786,0,-4.898665016,-1.868200365,-4.516169496,-4.999076445,-4.537017086,-7.291900121,-7.341256535,-7.601827587,-6.085448124,-6.73431006,-5.387997566,-4.057846151,-7.442404944,-9.950407416,-6.021122516,-4.290634158,-2.797665774,-3.154016445,-8.432915073,-6.094477692,-3.926329025,-4.473915707,-6.294063177,-10.8581835,-5.360143653,-3.075628476,-3.325298894,-6.787473178,-5.928429525,-7.947651878,-10.09495957,-7.968156306,-5.915940456,-1.370712765,-2.486669091,-5.97371975,-6.414296843,-1.448192992,-3.503567693,-10.80541275,-4.765599623,-4.821556754,-9.223537835,-6.100460178,-6.453736284,-2.062276003,-4.544836368,-5.283472362
MATALPHA2,-7.828121973,-4.843592416,-2.404222786,-3.932907946,-5.403788273,-5.793322734,-5.383590741,-4.211801476,-4.860387415,-5.038137755,-5.262509851,-5.216753861,-5.264729666,-5.301855321,-5.127779404,-5.060582346,-4.926567572,-6.359675136,-5.84322751,-5.26013094,-5.814093268,-4.288292655,-5.853711803,-3.79202267,-6.837736399,-6.399797438,-6.836999604,-4.696332602,-5.608886306,-6.789535701,-6.666965621,-6.453017461,-6.361696296,-8.30185414,-6.407421878,-5.788732144,-6.215289177,-2.877769589,-6.909801333,-7.807817766,-7.578612831,-8.307451794,-8.258166204,-6.525090094,-9.55460943,-7.534609558,-7.300813188,-3.928019551,-5.93453636,-5.74544974,-5.991689518,-5.988282003,-5.967297562,-4.640573206,-4.969989527,-5.306148486,-6.460458058,-5.141196104,-6.742131459,-6.090992694,-6.235120731,-5.862324727,-7.691979602,-6.785922321,-5.354871891,-4.79760937,-6.627727901,-4.978751933,-3.268096423,-4.561069021,-5.985649196,-4.55090677,-8.586944441,-6.894776398,-4.249793074,-7.161168453,-9.154045297,-9.482244183,-8.227225255,-4.561961746,-3.437550737,-5.971584839,-6.254951666,-3.362359006,-5.046651859,-4.136245996,-3.819203536,-6.070743092,-4.654499607,-4.394139494,-5.739593804,-5.5424811,-4.35378566,-6.368530046,-7.074934172,-4.906639139,-2.758413982,0,-2.008605931,-3.045249692,-4.573159209,-3.895753474,-5.946184254,-5.876753705,-5.567119197,-5.946633339,-6.413058446,-4.905205627,-3.87263466,-5.160655184,-6.966921394,-6.468120478,-3.506300537,-2.254114255,-2.022838042,-5.457017298,-6.528022811,-3.675146475,-4.109430116,-7.757160189,-9.544408263,-6.036200404,-2.179138402,-0.724614076,-7.550381657,-5.479326543,-6.914228839,-7.118693702,-5.872925413,-6.98740324,-2.992234598,-2.25201416,-9.592189139,-4.51348052,-5.046009672,-3.367987081,-5.877837337,-2.361375251,-6.266851322,-9.729204273,-6.854698206,-5.744627104,-2.977526829,-3.149657493,-6.523988616
YHP1,-5.690400274,-6.484731129,-2.418919402,-1.922068391,-3.949987854,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-4.281140741,-3.078375856,-2.782593033,-4.134113237,-2.46098196,-3.453151784,-3.75103281,-3.689904943,-4.021234361,-3.260878677,-5.227059881,-3.314745577,-3.977597434,-4.59714942,-5.19010318,-4.920355153,-5.145571011,-4.333316596,-4.471791013,-5.130164939,-3.102890442,-4.994137956,-4.746516277,-14.04296238,-14.04296238,-14.04296238,-4.778442051,-8.422896969,-4.711256686,-4.547915461,-4.923609431,-6.967846041,-8.096551448,-6.292498964,-6.311744052,-6.291487413,-4.64081815,-4.248810915,-4.983355011,-5.317021532,-4.13909285,-7.459227294,-6.2415264,-6.150429861,-5.646165334,-14.04296238,-14.04296238,-5.022939752,-4.608952805,-6.877508362,-5.611786491,-3.712812196,-2.70727785,-3.623974801,-14.04296238,-4.152013324,-6.947196006,-4.015023565,-3.646979581,-4.786916587,-7.414946502,-5.770630009,-2.082592844,-3.45547513,-3.631169896,-3.669283549,-4.996989656,-3.369250125,-3.678449778,-1.325823044,-4.528168103,-3.563365513,-2.847270419,-1.885424142,-2.55714725,-5.420360905,-4.479862976,-4.699546993,-4.609966082,-1.868200365,-2.008605931,0,-0.959621471,-4.514406737,-4.083128937,-5.770862709,-5.820668824,-4.437865251,-5.502135404,-6.031939103,-3.06892772,-2.401175166,-5.836267925,-4.665674563,-7.300924114,-4.504605036,-2.168658492,-2.242004363,-6.491604244,-3.752873583,-1.772384857,-2.110766365,-4.419130728,-7.032409575,-5.489047123,-2.01715424,-4.032880104,-6.051573259,-3.965067136,-5.864821888,-5.403099942,-6.654056151,-3.977024988,-1.775565695,-0.991560774,-5.699261586,-4.271664043,-3.6414206,-2.598464633,-5.117166032,-0.990192542,-3.933094729,-4.524471928,-5.553091021,-7.206160617,-0.908886149,-4.377034872,-5.095147894
YOX1,-7.885170868,-7.839007412,-3.605424672,-3.55169187,-6.209524419,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-14.04296238,-5.885306291,-5.170913507,-4.811719678,-6.212020662,-4.459718831,-5.223931425,-5.281207656,-5.267371709,-7.261301593,-5.681009217,-5.642208398,-4.966696806,-4.995046071,-5.402732557,-6.230880758,-5.702208935,-8.716849868,-6.512992826,-7.601687495,-5.448517957,-5.243025285,-7.271685666,-7.231631873,-14.04296238,-14.04296238,-14.04296238,-8.520951684,-7.79735663,-8.793912932,-7.177592105,-7.71430779,-8.49274514,-9.97822494,-6.484079678,-6.457209429,-6.222110276,-5.027451603,-4.957340842,-5.282194816,-5.631679635,-5.84107134,-5.156947299,-7.994595295,-7.795521419,-7.202253707,-14.04296238,-14.04296238,-7.112216323,-6.540243864,-10.12220326,-6.520672626,-4.49720052,-3.712771986,-5.939157418,-14.04296238,-5.567013541,-6.811709536,-5.433515977,-4.193235415,-4.661127694,-7.362264656,-7.182205676,-4.67082228,-4.765229831,-4.9434511,-7.797222662,-4.083180972,-2.878408094,-3.380180641,-2.272584313,-4.214044621,-4.973269926,-7.146510524,-4.174944412,-4.426360896,-5.907794857,-6.226799284,-6.935526575,-7.567961105,-6.081356442,-3.045249692,-0.959621471,0,-4.260694445,-6.780049573,-6.699623304,-8.781222571,-5.909477568,-5.835070497,-6.646891315,-5.02283115,-3.979318129,-7.252648982,-5.174848404,-6.189558961,-4.997314212,-2.7943756,-3.207992415,-10.06313425,-6.04406058,-3.29222157,-3.564479414,-6.276097769,-10.05001565,-6.34922762,-3.122682139,-4.098825889,-11.58896245,-6.317539691,-7.198826995,-10.53739258,-6.41444,-6.025672209,-3.148398679,-2.122520851,-7.262153101,-5.838809363,-2.731319044,-3.857863566,-9.516675089,-3.18775328,-3.291128328,-6.530762268,-7.112158965,-7.107962028,-2.557599783,-5.125631646,-6.13414917
TOS8,-6.246946171,-7.132176851,-4.599143003,-3.502789757,-3.272650738,-3.774238025,-3.27523662,-2.636709169,-2.864353145,-2.888821418,-3.104099512,-3.054957048,-3.083607076,-3.101529649,-3.038364198,-3.068040529,-3.030941527,-6.145260848,-6.460388971,-6.06873859,-3.077379298,-5.549373448,-5.80780829,-5.735358588,-6.839718584,-8.101165586,-4.951082876,-6.298291468,-7.30375849,-6.428858916,-7.299763645,-9.417644286,-9.798560709,-9.00009262,-3.712197851,-5.392526069,-2.96845215,-2.210423715,-5.16090463,-4.214484558,-6.383254026,-6.848198741,-6.515999784,-8.714086086,-5.352816935,-6.390341533,-5.721760776,-5.179404115,-6.17365846,-6.378030404,-5.91981319,-5.955505235,-5.694552635,-4.84668255,-4.509276016,-5.178503379,-5.376642095,-5.501221156,-6.400524735,-6.837807754,-6.781794748,-6.810633891,-6.319859587,-5.162991068,-5.866537501,-5.84221481,-4.811650266,-3.662718257,-2.780031154,-4.035131545,-3.829498958,-3.497271685,-4.435620708,-3.724021364,-7.465542039,-5.437506666,-6.586585383,-7.489017817,-6.040889709,-3.333878423,-1.904554471,-0.720004551,-0.91109549,-1.27064479,-1.692621706,-3.033710358,-1.866551455,-1.514663364,-5.287813289,-5.362975794,-6.562077739,-3.485997103,-6.40109867,-4.58395833,-5.033931374,-7.960476459,-4.999076445,-4.573159209,-3.864942907,-4.260694445,0,-2.279532286,-3.534664534,-3.67371877,-6.780168937,-6.956534406,-6.421265364,-3.337960711,-2.521045702,-6.50701034,-5.395231116,-4.216867101,-7.0340811,-3.452032416,-3.209626773,-10.20785345,-5.831714225,-3.301325394,-3.400916142,-4.718484105,-7.278809448,-7.119686148,-2.439549616,-5.65947165,-8.69811861,-7.806202184,-3.87157517,-3.080827167,-6.78181549,-5.546447715,-4.821235112,-3.650457207,-8.157292717,-3.629972197,-7.051771418,-3.296896385,-7.885887443,-3.906848721,-5.318876651,-8.591270195,-6.70905173,-7.721750102,-3.521533475,-8.194375396,-3.612756571
CUP9,-7.105204272,-5.704218919,-3.912689422,-3.556790673,-6.870101791,-5.199808296,-4.665868833,-3.734570599,-4.420429366,-4.549235567,-4.796271711,-4.72709715,-4.775738168,-4.803229967,-4.5948872,-4.602781983,-4.399931254,-7.819011569,-5.920530468,-5.682463246,-7.271267422,-4.159881531,-6.452942176,-4.715675966,-7.333713421,-8.507118147,-7.363830699,-6.525723165,-8.435920989,-6.990027425,-7.664520475,-7.790068387,-7.724888152,-8.552629092,-6.182720238,-6.095276868,-5.036878122,-4.619643511,-6.213682448,-7.483058845,-6.12166543,-7.97563819,-7.648143438,-8.702162216,-5.132422979,-9.754801119,-8.251486454,-3.045540418,-3.95177009,-5.053843911,-5.317330481,-5.407323476,-5.062585168,-4.26037333,-4.280843993,-4.504614962,-5.439662896,-4.922773587,-5.705388138,-6.850274459,-6.954861241,-6.480484605,-6.0156197,-5.173816842,-5.053703346,-4.349791074,-6.285693678,-3.1643341,-3.479592735,-3.965101662,-4.578479276,-3.37466498,-4.070215087,-5.117347578,-4.803983554,-7.350232171,-9.023841123,-9.965546595,-7.904808727,-4.858878563,-2.430919932,-3.171837851,-9.313127722,-1.475706737,-3.695137805,-3.488297605,-2.714054316,-3.777351245,-8.165816585,-8.020669986,-7.037885373,-5.224953999,-8.67767902,-6.27626694,-6.808052994,-7.364438002,-4.537017086,-3.895753474,-4.083128937,-6.059841567,-2.279532286,0,-3.733229136,-4.416095099,-6.018333711,-6.389880931,-6.584484418,-4.653048631,-3.790627378,-5.77811912,-5.368322703,-3.361007866,-5.822606768,-3.406201989,-3.2643222,-2.795008873,-5.23853553,-4.170490073,-4.422421795,-6.915007767,-9.019077142,-6.18316443,-2.892852514,-4.860317373,-7.49347826,-3.793450948,-4.795859043,-5.165659584,-6.915560351,-7.326458483,-4.723231464,-3.778617531,-8.4949755,-5.23261039,-6.219852184,-3.514366383,-5.416777363,-3.310729272,-6.157781819,-9.227553642,-8.042197873,-5.956003243,-3.305837313,-6.608945455,-2.40015785
MBP1,-3.226676281,-9.711540341,-5.660632373,-5.080140847,-5.436487831,-3.416417955,-2.9174228,-3.005515392,-2.983509165,-3.042137373,-3.404745998,-3.362261128,-3.374707885,-3.376576921,-3.297531326,-3.396253903,-3.309778895,-5.560457902,-5.503620463,-5.159032306,-5.702129669,-4.908367836,-6.98633053,-6.318418439,-8.581958001,-6.804110553,-8.588252224,-7.073664118,-8.145311481,-7.808502155,-8.157083192,-9.792909185,-9.072893508,-9.542905718,-4.771010791,-6.37050213,-3.252305916,-2.739627149,-5.215559241,-5.811977357,-6.262022527,-3.089614863,-2.835348228,-6.063904611,-7.477916026,-8.136370742,-8.745781606,-4.651414882,-4.960135027,-5.075247242,-4.971241159,-4.988763017,-4.719723658,-3.818827214,-3.972504239,-4.110484371,-5.117619654,-4.564868211,-5.29589588,-4.790589885,-5.174207687,-5.065356537,-4.467738631,-4.091992193,-4.325514069,-4.836723203,-5.128483498,-3.948658745,-3.639878044,-3.557670592,-3.518495187,-3.837211185,-7.573730671,-4.121639366,-7.104389016,-6.828765641,-7.729760469,-5.803761864,-6.80139207,-6.848859299,-2.219615754,-5.374037932,-8.279622588,-3.411775302,-5.894673593,-6.481952153,-4.177717378,-5.08652157,-5.87017362,-6.33654185,-4.838714156,-5.508928803,-7.488559285,-7.563721798,-8.232920199,-4.047549548,-7.291900121,-5.946184254,-5.770862709,-7.320514651,-3.534664534,-3.733229136,0,-0.545662509,-3.654259712,-8.687770324,-5.672650956,-6.833721866,-5.908858575,-5.236907635,-4.572264358,-4.059021691,-6.48382335,-4.110821673,-4.036975391,-2.386848307,-5.299490817,-3.991387298,-4.291699846,-7.773638739,-6.62352489,-6.394163632,-3.375301921,-6.468210541,-4.208343056,-2.795316801,-3.761183747,-3.94147269,-5.711354803,-6.966710923,-6.034788351,-4.661762689,-6.319715971,-6.124056363,-8.82744528,-3.93688824,-7.235314327,-3.970977329,-5.225175281,-5.985827952,-6.959829059,-7.830048219,-4.616591237,-6.872134114,-4.689460538
SWI4,-3.030289166,-6.662519855,-5.524301989,-5.565701567,-5.428001958,-3.39769232,-2.88411366,-2.920231116,-2.873700489,-2.931362468,-3.29731779,-3.255871121,-3.266946959,-3.267492043,-3.191696975,-3.29408491,-3.209206719,-5.778080308,-3.798164614,-3.51479744,-3.511209659,-3.187708953,-3.47774178,-3.620413191,-4.309460609,-4.124731835,-4.599655752,-4.815196082,-8.14412054,-7.98875142,-8.137922845,-10.18623636,-9.856005187,-9.447344699,-4.168387604,-6.357358428,-8.186752299,-2.833378925,-4.53959943,-4.750176364,-6.889298553,-3.120417155,-2.860682594,-5.966646954,-7.982199606,-8.128196793,-3.857688192,-3.636728902,-3.890825715,-5.757607573,-6.03769665,-5.9817495,-5.976326088,-3.711340188,-4.215003246,-5.094120425,-5.284107431,-5.334451235,-5.869614743,-4.40588183,-4.771339038,-4.685858571,-4.110091359,-3.71921217,-4.045873362,-4.543483343,-4.410547336,-4.281201697,-3.529743803,-3.471362906,-3.374768779,-2.93727636,-7.641508804,-5.115551691,-6.13124843,-6.789417469,-7.219067885,-6.325059656,-7.616150657,-7.120360341,-2.592232556,-6.438194565,-8.057010174,-3.778158513,-8.732171629,-6.248769533,-3.869148466,-4.447159641,-4.990456815,-4.937682391,-3.488166428,-5.477989623,-6.427738648,-6.895848097,-8.161633808,-9.263138023,-7.341256535,-5.876753705,-5.820668824,-8.135956404,-3.67371877,-4.416095099,-0.545662509,0,-2.726425003,-7.675455653,-8.267035597,-6.816416794,-5.382666689,-4.514227275,-3.990692366,-4.752679953,-6.922606156,-4.003123342,-3.932370537,-2.751744348,-5.045211118,-3.589714991,-3.892469421,-7.575194979,-6.002574773,-5.428372874,-3.319544364,-6.108947837,-3.193103127,-2.043064426,-4.578084859,-4.907133434,-9.208295321,-7.355678458,-5.934624128,-5.271183953,-6.899048911,-5.836895199,-9.078506409,-3.477969757,-7.195044395,-3.765923218,-5.822276833,-10.42241093,-6.768363234,-7.248221861,-5.369781775,-9.604711595,-5.151840914
